=== HOST=car MASK=soft ARMS=interface SLACK=0.1 ===
=== host: car  mask: soft  arm: interface  slack: 0.1 ===
wandb: [wandb.login()] Loaded credentials for https://api.wandb.ai from /home/shora/.netrc.
wandb: Currently logged in as: shoraaa (shoraaa-vnu) to https://api.wandb.ai. Use `wandb login --relogin` to force relogin
wandb: setting up run n14vusyf
wandb: Tracking run with wandb version 0.28.1
wandb: Run data is saved locally in /home/shora/Research/PRISM/baselines/CaR-constraint/wandb/run-20260904_021225-n14vusyf
wandb: Run `wandb offline` to turn off syncing.
wandb: Syncing run 20260904_031217train_interface
wandb:  View project at https://wandb.ai/shoraaa-vnu/unified_solver
wandb:  View run at https://wandb.ai/shoraaa-vnu/unified_solver/runs/n14vusyf
{'POMO_checkpoint': '../PIP-constraint/POMO+PIP/pretrained/TSPTW/tsptw50_hard/POMO_star/epoch-10000.pt',
[2026-09-04 02:13:39] utils.py(229) : [Improvement] Score: 147.0611 [BSF: 145.6862],  Loss: 10.2383,  Infeasible_rate: [100.0000%, 100.0000%], out: 155.4869, out_nodes: 56, Feasible_dist: 0.0000, Entropy: 2.4132
[2026-09-04 02:13:39] utils.py(229) : Diversity Loss: 9.5169, Constructive RL loss: 611.2485, Slack loss: 0.5928 (adds 61.12)
[2026-09-04 02:13:43] utils.py(229) : Rank 0 >> Epoch 1: Train (10%)
[2026-09-04 02:13:43] utils.py(229) : [Construction] Score: 26.4770,  Loss: 611.2217,  Infeasible_rate: [100.0000%, 100.0000%], out: 79.7579, out_nodes: 25, Feasible_dist: 0.0000
[2026-09-04 02:13:43] utils.py(229) : [Improvement] Score: 147.4422 [BSF: 146.0926],  Loss: 10.3535,  Infeasible_rate: [100.0000%, 100.0000%], out: 155.7533, out_nodes: 56, Feasible_dist: 0.0000, Entropy: 2.4163
[2026-09-04 02:13:43] utils.py(229) : Diversity Loss: 9.5187, Constructive RL loss: 611.3169, Slack loss: 0.5933 (adds 61.12)
[2026-09-04 02:13:47] utils.py(229) : Rank 0 >> Epoch 1: Train (10%)
[2026-09-04 02:13:47] utils.py(229) : [Construction] Score: 26.4985,  Loss: 616.8257,  Infeasible_rate: [100.0000%, 100.0000%], out: 79.4123, out_nodes: 25, Feasible_dist: 0.0000
[2026-09-04 02:13:47] utils.py(229) : [Improvement] Score: 147.0268 [BSF: 145.7265],  Loss: 10.1144,  Infeasible_rate: [100.0000%, 100.0000%], out: 155.0594, out_nodes: 56, Feasible_dist: 0.0000, Entropy: 2.4149
[2026-09-04 02:13:47] utils.py(229) : Diversity Loss: 9.5239, Constructive RL loss: 616.9208, Slack loss: 0.5926 (adds 61.68)
[2026-09-04 02:13:51] utils.py(229) : Rank 0 >> Epoch 1: Train (10%)
[2026-09-04 02:13:51] utils.py(229) : [Construction] Score: 26.5013,  Loss: 619.1907,  Infeasible_rate: [100.0000%, 100.0000%], out: 79.0902, out_nodes: 25, Feasible_dist: 0.0000
[2026-09-04 02:13:51] utils.py(229) : [Improvement] Score: 146.8354 [BSF: 145.5428],  Loss: 10.0937,  Infeasible_rate: [100.0000%, 100.0000%], out: 154.8720, out_nodes: 56, Feasible_dist: 0.0000, Entropy: 2.4157
[2026-09-04 02:13:51] utils.py(229) : Diversity Loss: 9.5214, Constructive RL loss: 619.2858, Slack loss: 0.5930 (adds 61.92)
[2026-09-04 02:13:54] utils.py(229) : Rank 0 >> Epoch 1: Train (10%)
[2026-09-04 02:13:54] utils.py(229) : [Construction] Score: 26.5317,  Loss: 624.2829,  Infeasible_rate: [100.0000%, 100.0000%], out: 79.1147, out_nodes: 25, Feasible_dist: 0.0000
[2026-09-04 02:13:54] utils.py(229) : [Improvement] Score: 147.0381 [BSF: 145.7972],  Loss: 10.1872,  Infeasible_rate: [100.0000%, 100.0000%], out: 155.0941, out_nodes: 56, Feasible_dist: 0.0000, Entropy: 2.4140
[2026-09-04 02:13:54] utils.py(229) : Diversity Loss: 9.5206, Constructive RL loss: 624.3781, Slack loss: 0.5930 (adds 62.43)
[2026-09-04 02:13:58] utils.py(229) : Rank 0 >> Epoch 1: Train (10%)
[2026-09-04 02:13:58] utils.py(229) : [Construction] Score: 26.5295,  Loss: 619.7211,  Infeasible_rate: [100.0000%, 100.0000%], out: 79.2786, out_nodes: 25, Feasible_dist: 0.0000
[2026-09-04 02:13:58] utils.py(229) : [Improvement] Score: 147.1687 [BSF: 145.9843],  Loss: 10.1231,  Infeasible_rate: [100.0000%, 100.0000%], out: 154.9331, out_nodes: 56, Feasible_dist: 0.0000, Entropy: 2.4152
[2026-09-04 02:13:58] utils.py(229) : Diversity Loss: 9.5215, Constructive RL loss: 619.8163, Slack loss: 0.5923 (adds 61.97)
[2026-09-04 02:14:02] utils.py(229) : Rank 0 >> Epoch 1: Train (10%)
[2026-09-04 02:14:02] utils.py(229) : [Construction] Score: 26.5410,  Loss: 622.0777,  Infeasible_rate: [100.0000%, 100.0000%], out: 79.2999, out_nodes: 25, Feasible_dist: 0.0000
[2026-09-04 02:14:02] utils.py(229) : [Improvement] Score: 146.8238 [BSF: 145.6701],  Loss: 9.9839,  Infeasible_rate: [100.0000%, 100.0000%], out: 154.1186, out_nodes: 55, Feasible_dist: 0.0000, Entropy: 2.4127
[2026-09-04 02:14:02] utils.py(229) : Diversity Loss: 9.5273, Constructive RL loss: 622.1729, Slack loss: 0.5920 (adds 62.21)
[2026-09-04 02:14:06] utils.py(229) : Rank 0 >> Epoch 1: Train (10%)
[2026-09-04 02:14:06] utils.py(229) : [Construction] Score: 26.5343,  Loss: 624.0055,  Infeasible_rate: [100.0000%, 100.0000%], out: 79.3415, out_nodes: 25, Feasible_dist: 0.0000
[2026-09-04 02:14:06] utils.py(229) : [Improvement] Score: 147.0502 [BSF: 145.8899],  Loss: 9.8291,  Infeasible_rate: [100.0000%, 100.0000%], out: 154.5481, out_nodes: 56, Feasible_dist: 0.0000, Entropy: 2.4116
[2026-09-04 02:14:06] utils.py(229) : Diversity Loss: 9.5233, Constructive RL loss: 624.1007, Slack loss: 0.5926 (adds 62.40)
[2026-09-04 02:14:09] utils.py(229) : Rank 0 >> Epoch 1: Train (15%)
[2026-09-04 02:14:09] utils.py(229) : [Construction] Score: 26.5638,  Loss: 618.7968,  Infeasible_rate: [100.0000%, 100.0000%], out: 79.0230, out_nodes: 25, Feasible_dist: 0.0000
[2026-09-04 02:14:09] utils.py(229) : [Improvement] Score: 146.8398 [BSF: 145.6898],  Loss: 9.8371,  Infeasible_rate: [100.0000%, 100.0000%], out: 153.8423, out_nodes: 55, Feasible_dist: 0.0000, Entropy: 2.4106
[2026-09-04 02:14:09] utils.py(229) : Diversity Loss: 9.5258, Constructive RL loss: 618.8920, Slack loss: 0.5918 (adds 61.88)
[2026-09-04 02:14:13] utils.py(229) : Rank 0 >> Epoch 1: Train (15%)
[2026-09-04 02:14:13] utils.py(229) : [Construction] Score: 26.5634,  Loss: 615.9515,  Infeasible_rate: [100.0000%, 100.0000%], out: 79.1683, out_nodes: 25, Feasible_dist: 0.0000
[2026-09-04 02:14:13] utils.py(229) : [Improvement] Score: 146.8932 [BSF: 145.7507],  Loss: 9.8668,  Infeasible_rate: [100.0000%, 100.0000%], out: 154.1599, out_nodes: 55, Feasible_dist: 0.0000, Entropy: 2.4116
[2026-09-04 02:14:13] utils.py(229) : Diversity Loss: 9.5228, Constructive RL loss: 616.0467, Slack loss: 0.5920 (adds 61.60)
[2026-09-04 02:14:17] utils.py(229) : Rank 0 >> Epoch 1: Train (15%)
[2026-09-04 02:14:17] utils.py(229) : [Construction] Score: 26.5540,  Loss: 613.1076,  Infeasible_rate: [100.0000%, 100.0000%], out: 79.5061, out_nodes: 25, Feasible_dist: 0.0000
[2026-09-04 02:14:17] utils.py(229) : [Improvement] Score: 146.8198 [BSF: 145.6957],  Loss: 10.0855,  Infeasible_rate: [100.0000%, 100.0000%], out: 154.3691, out_nodes: 56, Feasible_dist: 0.0000, Entropy: 2.4130
[2026-09-04 02:14:17] utils.py(229) : Diversity Loss: 9.5204, Constructive RL loss: 613.2028, Slack loss: 0.5923 (adds 61.31)
[2026-09-04 02:14:21] utils.py(229) : Rank 0 >> Epoch 1: Train (15%)
[2026-09-04 02:14:21] utils.py(229) : [Construction] Score: 26.5755,  Loss: 612.4822,  Infeasible_rate: [100.0000%, 100.0000%], out: 79.5482, out_nodes: 25, Feasible_dist: 0.0000
[2026-09-04 02:14:21] utils.py(229) : [Improvement] Score: 147.3127 [BSF: 146.0974],  Loss: 10.1133,  Infeasible_rate: [100.0000%, 100.0000%], out: 154.6256, out_nodes: 56, Feasible_dist: 0.0000, Entropy: 2.4108
[2026-09-04 02:14:21] utils.py(229) : Diversity Loss: 9.5215, Constructive RL loss: 612.5774, Slack loss: 0.5925 (adds 61.25)
[2026-09-04 02:14:25] utils.py(229) : Rank 0 >> Epoch 1: Train (15%)
[2026-09-04 02:14:25] utils.py(229) : [Construction] Score: 26.5883,  Loss: 615.2745,  Infeasible_rate: [100.0000%, 100.0000%], out: 79.5678, out_nodes: 25, Feasible_dist: 0.0000
[2026-09-04 02:14:25] utils.py(229) : [Improvement] Score: 147.5193 [BSF: 146.3459],  Loss: 10.1227,  Infeasible_rate: [100.0000%, 100.0000%], out: 154.5375, out_nodes: 56, Feasible_dist: 0.0000, Entropy: 2.4114
[2026-09-04 02:14:25] utils.py(229) : Diversity Loss: 9.5245, Constructive RL loss: 615.3698, Slack loss: 0.5921 (adds 61.53)
[2026-09-04 02:14:29] utils.py(229) : Rank 0 >> Epoch 1: Train (15%)
[2026-09-04 02:14:29] utils.py(229) : [Construction] Score: 26.5791,  Loss: 616.4624,  Infeasible_rate: [100.0000%, 100.0000%], out: 79.6559, out_nodes: 25, Feasible_dist: 0.0000
[2026-09-04 02:14:29] utils.py(229) : [Improvement] Score: 147.8740 [BSF: 146.7044],  Loss: 10.1280,  Infeasible_rate: [100.0000%, 100.0000%], out: 155.0802, out_nodes: 56, Feasible_dist: 0.0000, Entropy: 2.4110
[2026-09-04 02:14:29] utils.py(229) : Diversity Loss: 9.5232, Constructive RL loss: 616.5576, Slack loss: 0.5925 (adds 61.65)
[2026-09-04 02:14:33] utils.py(229) : Rank 0 >> Epoch 1: Train (15%)
